罪名,手口,管轄警察署（発生地）,管轄交番・駐在所（発生地）,市区町村コード（発生地）,都道府県（発生地）,市区町村（発生地）,町丁目（発生地）,発生年月日（始期）,発生時（始期）,発生場所の属性,施錠関係,盗難防止装置の有無,現金以外の主な被害品
窃盗,オートバイ盗,柏,花野井交番,122173,千葉県,柏市,大室,2018-08-27,20,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,柏,花野井交番,122173,千葉県,柏市,大室３丁目,2018-09-08,23,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,柏,光ヶ丘交番,122173,千葉県,柏市,酒井根５丁目,2018-11-16,20,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,柏,光ヶ丘交番,122173,千葉県,柏市,酒井根６丁目,2018-03-08,10,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,柏,光ヶ丘交番,122173,千葉県,柏市,光ケ丘４丁目,2018-10-09,22,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,柏,光ヶ丘交番,122173,千葉県,柏市,東山１丁目,2018-05-18,08,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,柏,光ヶ丘交番,122173,千葉県,柏市,東山２丁目,2018-05-16,18,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,柏,光ヶ丘交番,122173,千葉県,柏市,東山２丁目,2018-07-02,20,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,柏,松葉町交番,122173,千葉県,柏市,松葉町５丁目,2018-08-10,18,４階建て以上共同住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,柏,緑ヶ丘交番,122173,千葉県,柏市,東２丁目,不明,不明,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,柏,緑ヶ丘交番,122173,千葉県,柏市,千代田１丁目,2018-06-19,16,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,柏,緑ヶ丘交番,122173,千葉県,柏市,若葉町,2017-08-20,16,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,柏,南増尾交番,122173,千葉県,柏市,逆井２丁目,2018-09-18,20,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,柏,南増尾交番,122173,千葉県,柏市,,2018-06-29,00,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,柏,南増尾交番,122173,千葉県,柏市,南逆井４丁目,2018-06-23,02,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,柏,南増尾交番,122173,千葉県,柏市,南逆井６丁目,2018-10-10,06,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,柏,南増尾交番,122173,千葉県,柏市,新逆井１丁目,2018-04-25,16,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,柏,高柳交番,122173,千葉県,柏市,高南台３丁目,2018-04-02,19,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,柏,高柳交番,122173,千葉県,柏市,しいの木台３丁目,2018-05-30,20,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,柏,高柳交番,122173,千葉県,柏市,高柳,2018-04-13,19,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,柏,高柳交番,122173,千葉県,柏市,高柳,2018-06-20,01,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,柏,高柳交番,122173,千葉県,柏市,高柳,2018-12-19,20,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,柏,泉駐在所,122173,千葉県,柏市,鷲野谷,2018-11-03,19,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,柏,藤ヶ谷駐在所,122173,千葉県,柏市,藤ケ谷,2016-11-01,00,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,柏,藤ヶ谷駐在所,122173,千葉県,柏市,藤ケ谷,2018-01-24,16,一戸建住宅,キーなし,あり,その他
窃盗,オートバイ盗,佐倉,八街幹部交番,122301,千葉県,八街市,八街に,2018-03-02,19,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,佐倉,八街幹部交番,122301,千葉県,八街市,八街ほ,2018-05-22,20,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,佐倉,八街幹部交番,122301,千葉県,八街市,八街ほ,2018-10-28,08,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,佐倉,八街幹部交番,122301,千葉県,八街市,八街ほ,2018-10-28,13,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,佐倉,臼井交番,122122,千葉県,佐倉市,江原台２丁目,2018-10-15,18,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,佐倉,臼井交番,122122,千葉県,佐倉市,稲荷台１丁目,2018-09-20,06,駐車（輪）場,キーなし,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,佐倉,臼井交番,122122,千葉県,佐倉市,染井野４丁目,2018-04-02,16,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,佐倉,京成佐倉駅前交番,122122,千葉県,佐倉市,鏑木町,2018-10-10,19,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,佐倉,京成佐倉駅前交番,122122,千葉県,佐倉市,八幡台１丁目,2018-09-19,07,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,佐倉,京成佐倉駅前交番,122122,千葉県,佐倉市,宮小路町,2018-03-07,18,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,佐倉,京成佐倉駅前交番,122122,千葉県,佐倉市,弥勒町,2018-10-27,17,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,佐倉,京成佐倉駅前交番,122122,千葉県,佐倉市,稲荷台４丁目,2018-05-26,23,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,佐倉,佐倉駅前交番,122122,千葉県,佐倉市,石川,2018-10-30,23,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,佐倉,佐倉駅前交番,122122,千葉県,佐倉市,大篠塚,2018-11-17,16,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,佐倉,佐倉駅前交番,122122,千葉県,佐倉市,角来,2018-09-13,21,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,佐倉,佐倉駅前交番,122122,千葉県,佐倉市,城,2018-05-05,10,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,なし
窃盗,オートバイ盗,佐倉,佐倉駅前交番,122122,千葉県,佐倉市,宮前３丁目,2018-11-16,20,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,佐倉,佐倉駅前交番,122122,千葉県,佐倉市,大崎台２丁目,2018-05-13,20,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,佐倉,佐倉駅前交番,122122,千葉県,佐倉市,大崎台５丁目,2018-02-19,18,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,佐倉,佐倉駅前交番,122122,千葉県,佐倉市,大崎台５丁目,2018-09-11,00,一戸建住宅,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,佐倉,佐倉駅前交番,122122,千葉県,佐倉市,山王１丁目,2018-08-24,05,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,佐倉,佐倉駅前交番,122122,千葉県,佐倉市,山王２丁目,2018-09-18,17,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,佐倉,佐倉駅前交番,122122,千葉県,佐倉市,表町３丁目,2017-09-01,07,駐車（輪）場,キーなし,なし,なし
窃盗,オートバイ盗,佐倉,佐倉駅前交番,122122,千葉県,佐倉市,寺崎北４丁目,2018-04-07,21,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,佐倉,酒々井交番,123226,千葉県,酒々井町,上岩橋,2018-03-02,01,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,佐倉,酒々井交番,123226,千葉県,酒々井町,上岩橋,2018-05-28,15,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,佐倉,酒々井交番,123226,千葉県,酒々井町,酒々井,2018-02-27,19,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,佐倉,酒々井交番,123226,千葉県,酒々井町,酒々井,2018-03-03,22,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,佐倉,酒々井交番,123226,千葉県,酒々井町,酒々井,2018-07-17,13,道路上,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,佐倉,酒々井交番,123226,千葉県,酒々井町,中央台２丁目,2018-07-28,20,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,佐倉,酒々井交番,123226,千葉県,酒々井町,中川,2018-09-29,08,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,佐倉,酒々井交番,123226,千葉県,酒々井町,東酒々井５丁目,2018-10-07,18,一戸建住宅,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,佐倉,酒々井交番,123226,千葉県,酒々井町,馬橋,2018-06-16,16,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,佐倉,酒々井交番,123226,千葉県,酒々井町,ふじき野１丁目,2018-05-23,07,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,佐倉,酒々井交番,123226,千葉県,酒々井町,ふじき野１丁目,2018-09-26,21,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,佐倉,酒々井交番,123226,千葉県,酒々井町,ふじき野３丁目,2018-09-06,22,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,佐倉,京成志津駅前交番,122122,千葉県,佐倉市,井野,2018-06-15,20,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,佐倉,京成志津駅前交番,122122,千葉県,佐倉市,井野,2018-07-01,11,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,佐倉,京成志津駅前交番,122122,千葉県,佐倉市,井野,不明,不明,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,佐倉,京成志津駅前交番,122122,千葉県,佐倉市,井野町,2018-08-23,20,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,佐倉,京成志津駅前交番,122122,千葉県,佐倉市,西志津４丁目,2018-09-09,12,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,佐倉,京成志津駅前交番,122122,千葉県,佐倉市,西志津７丁目,2018-04-21,17,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,佐倉,ユーカリが丘交番,122122,千葉県,佐倉市,井野,2018-05-30,16,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,佐倉,ユーカリが丘交番,122122,千葉県,佐倉市,上座,2018-02-17,11,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,佐倉,ユーカリが丘交番,122122,千葉県,佐倉市,上座,2018-02-27,17,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,佐倉,ユーカリが丘交番,122122,千葉県,佐倉市,上座,2018-02-27,19,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,佐倉,ユーカリが丘交番,122122,千葉県,佐倉市,上座,2018-10-06,04,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,佐倉,ユーカリが丘交番,122122,千葉県,佐倉市,上座,2018-10-25,14,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,佐倉,ユーカリが丘交番,122122,千葉県,佐倉市,ユーカリが丘５丁目,2018-09-11,20,駐車（輪）場,キーなし,なし,なし
窃盗,オートバイ盗,佐倉,榎戸交番,122301,千葉県,八街市,榎戸,2018-08-22,07,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,佐倉,榎戸交番,122301,千葉県,八街市,榎戸,2018-10-07,17,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,佐倉,榎戸交番,122301,千葉県,八街市,榎戸,2018-10-22,19,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,佐倉,榎戸交番,122301,千葉県,八街市,榎戸,2018-12-12,12,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,佐倉,榎戸交番,122301,千葉県,八街市,文違,2018-04-06,20,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,佐倉,榎戸交番,122301,千葉県,八街市,文違,2018-11-01,12,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,佐倉,榎戸交番,122301,千葉県,八街市,八街ろ,2018-05-16,22,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,佐倉,榎戸交番,122301,千葉県,八街市,八街ろ,2018-05-22,21,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,佐倉,吉倉交番,122301,千葉県,八街市,八街へ,2017-12-10,17,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,佐倉,吉倉交番,122301,千葉県,八街市,八街へ,2018-08-09,17,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,佐倉,八街駅前交番,122301,千葉県,八街市,八街ほ,2018-10-16,07,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,佐倉,八街駅前交番,122301,千葉県,八街市,八街ほ,2018-10-17,00,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,佐倉,八街駅前交番,122301,千葉県,八街市,八街ほ,2018-10-30,07,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,佐倉,和田駐在所,122122,千葉県,佐倉市,白銀４丁目,2018-01-10,22,一戸建住宅,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,佐倉,和田駐在所,122122,千葉県,佐倉市,白銀４丁目,2018-01-11,20,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,佐倉,西林駐在所,122301,千葉県,八街市,八街い,2018-03-23,09,その他の住宅（３階建て以下共同住宅等）,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,成田,栄交番,123293,千葉県,栄町,安食,不明,不明,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,成田,栄交番,123293,千葉県,栄町,酒直台１丁目,不明,不明,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,成田,七栄交番,122335,千葉県,富里市,七栄,2018-01-08,23,一戸建住宅,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,成田,七栄交番,122335,千葉県,富里市,七栄,2018-02-19,21,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,成田,七栄交番,122335,千葉県,富里市,七栄,2018-02-27,12,その他,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,成田,七栄交番,122335,千葉県,富里市,七栄,2018-05-30,20,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,成田,七栄交番,122335,千葉県,富里市,七栄,2018-05-31,12,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,成田,七栄交番,122335,千葉県,富里市,七栄,2018-07-23,19,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,成田,七栄交番,122335,千葉県,富里市,七栄,2018-07-24,07,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,成田,七栄交番,122335,千葉県,富里市,七栄,2018-10-08,22,その他の住宅（３階建て以下共同住宅等）,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,成田,七栄交番,122335,千葉県,富里市,七栄,2018-11-01,00,その他の住宅（３階建て以下共同住宅等）,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,成田,成田駅前交番,122114,千葉県,成田市,田町,2018-05-14,09,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,成田,成田駅前交番,122114,千葉県,成田市,花崎町,2018-07-14,17,その他,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,成田,成田駅前交番,122114,千葉県,成田市,馬橋,2016-12-10,00,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,成田,日吉台交番,122335,千葉県,富里市,日吉倉,2018-05-18,20,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,成田,日吉台交番,122335,千葉県,富里市,日吉倉,2018-07-20,19,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,成田,日吉台交番,122335,千葉県,富里市,日吉台１丁目,2018-04-08,08,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,成田,日吉台交番,122335,千葉県,富里市,日吉台２丁目,2018-06-05,09,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,成田,三里塚交番,122114,千葉県,成田市,三里塚,2018-04-25,19,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,成田,三里塚交番,122114,千葉県,成田市,本城,2018-12-27,18,その他の住宅（３階建て以下共同住宅等）,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,成田,三里塚交番,122114,千葉県,成田市,西三里塚,2017-08-01,08,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,成田,公津の杜交番,122114,千葉県,成田市,飯田町,2018-05-16,00,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,成田,公津の杜交番,122114,千葉県,成田市,飯仲,2018-10-15,11,その他の住宅（３階建て以下共同住宅等）,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,成田,公津の杜交番,122114,千葉県,成田市,北須賀,2018-10-12,12,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,成田,公津の杜交番,122114,千葉県,成田市,並木町,2018-01-08,20,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,成田,公津の杜交番,122114,千葉県,成田市,並木町,2018-04-05,11,その他の住宅（３階建て以下共同住宅等）,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,成田,公津の杜交番,122114,千葉県,成田市,並木町,2018-04-17,06,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,成田,公津の杜交番,122114,千葉県,成田市,並木町,2018-09-05,08,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,成田,公津の杜交番,122114,千葉県,成田市,並木町,2018-10-10,07,その他の住宅（３階建て以下共同住宅等）,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,成田,公津の杜交番,122114,千葉県,成田市,並木町,2018-10-13,22,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,成田,公津の杜交番,122114,千葉県,成田市,公津の杜３丁目,2018-06-30,00,その他の住宅（３階建て以下共同住宅等）,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,成田,公津の杜交番,122114,千葉県,成田市,公津の杜５丁目,2018-10-11,21,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,成田,公津の杜交番,122114,千葉県,成田市,公津の杜６丁目,2018-05-04,02,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,成田,公津の杜交番,122114,千葉県,成田市,公津の杜６丁目,2018-07-28,15,その他の住宅（３階建て以下共同住宅等）,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,成田,実の口駐在所,122335,千葉県,富里市,御料,2018-08-21,19,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,成田,実の口駐在所,122335,千葉県,富里市,十倉,2016-04-04,16,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,印西,白井駅前交番,122327,千葉県,白井市,根,2018-04-04,13,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,印西,白井駅前交番,122327,千葉県,白井市,南山３丁目,2018-11-04,08,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,印西,中央駅前交番,122319,千葉県,印西市,原山３丁目,2018-04-04,08,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,印西,中央駅前交番,122319,千葉県,印西市,中央北２丁目,2018-10-21,14,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,印西,中央駅前交番,122319,千葉県,印西市,中央南１丁目,2018-09-20,08,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,印西,西白井駅前交番,122327,千葉県,白井市,けやき台２丁目,2018-07-14,21,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,印西,西白井駅前交番,122327,千葉県,白井市,清水口２丁目,2018-08-16,23,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,印西,西白井駅前交番,122327,千葉県,白井市,清水口２丁目,2018-11-16,14,駐車（輪）場,キーなし,なし,なし
窃盗,オートバイ盗,印西,西白井駅前交番,122327,千葉県,白井市,大松１丁目,2018-05-20,16,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,印西,西白井駅前交番,122327,千葉県,白井市,根,2018-05-18,18,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,印西,西白井駅前交番,122327,千葉県,白井市,冨士,2018-05-12,20,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,印西,西白井駅前交番,122327,千葉県,白井市,谷田,2018-02-23,16,道路上,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,印西,西白井駅前交番,122327,千葉県,白井市,西白井３丁目,2018-04-08,23,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,印西,西白井駅前交番,122327,千葉県,白井市,西白井３丁目,2018-04-12,18,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,印西,牧の原前交番,122319,千葉県,印西市,草深,2018-04-20,20,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,印西,牧の原前交番,122319,千葉県,印西市,草深,2018-08-29,20,駐車（輪）場,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,印西,牧の原前交番,122319,千葉県,印西市,高花４丁目,不明,不明,４階建て以上共同住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,印西,日本医大駅前駐在所,122319,千葉県,印西市,平賀,2018-08-15,12,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,印西,日本医大駅前駐在所,122319,千葉県,印西市,若萩３丁目,2018-10-23,10,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,印西,布鎌駐在所,123293,千葉県,栄町,生板鍋子新田,2018-08-20,12,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,印西,冨士駐在所,122327,千葉県,白井市,冨士,2018-08-24,23,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,香取,神代駐在所,123498,千葉県,東庄町,高部,2018-04-16,18,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,銚子,銚子駅前交番,122025,千葉県,銚子市,三崎町３丁目,2018-01-15,12,その他の住宅（３階建て以下共同住宅等）,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,匝瑳,須賀駐在所,122351,千葉県,匝瑳市,高野,2018-03-27,18,その他の住宅（３階建て以下共同住宅等）,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,山武,署所在地,122378,千葉県,山武市,津辺,2018-05-06,08,一戸建住宅,キーなし,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,山武,芝山交番,124095,千葉県,芝山町,新井田,2018-10-16,08,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,山武,沖渡駐在所,122378,千葉県,山武市,板中新田,2018-09-30,17,一戸建住宅,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,山武,南郷駐在所,122378,千葉県,山武市,五木田,2017-11-03,14,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東金,大網駅前交番,122394,千葉県,大網白里市,大網,2018-02-22,08,駐車（輪）場,キーなし,なし,自動二輪（50cc超）
窃盗,オートバイ盗,東金,大網駅前交番,122394,千葉県,大網白里市,仏島,2018-06-29,23,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東金,大網駅前交番,122394,千葉県,大網白里市,みずほ台１丁目,2018-05-21,01,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東金,大網駅前交番,122394,千葉県,大網白里市,みずほ台１丁目,2018-09-24,21,一戸建住宅,キーなし,あり,自動二輪（50cc超）
窃盗,オートバイ盗,東金,東金駅前交番,122131,千葉県,東金市,極楽寺,2018-10-03,18,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東金,白里駐在所,122394,千葉県,大網白里市,南今泉,2018-10-08,22,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東金,道庭駐在所,122131,千葉県,東金市,求名,2018-10-04,17,その他の住宅（３階建て以下共同住宅等）,キーなし,あり,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東金,道庭駐在所,122131,千葉県,東金市,松之郷,2018-06-03,17,一戸建住宅,キーなし,なし,原動機付自転車（50cc以下）
窃盗,オートバイ盗,東金,真亀駐在所,124036,千葉県,九十九里町,西野,2018-05-11,04,駐車（輪）場,キーなし,なし,原動機付自転車（50cc以下）
